sentence	book	ode	form	polarity	sent_score
0528	4	4	Carthagini iam non ego nuntios mittam superbos occidit occidit spes omnis et fortuna nostri nominis Hasdrubale interempto	negative	-0.5
0529	4	4	nil Claudiae non perficient manus quas et benigno numine Iuppiter defendit et curae sagaces expediunt per acuta belli	mixed	0.0
0530	4	5	diuis orte bonis optume Romulae custos gentis abes iam nimium diu maturum reditum pollicitus patrum sancto concilio redi	positive	2.5
0531	4	5	lucem redde tuae dux bone patriae	positive	1.5
0532	4	5	instar ueris enim uoltus ubi tuus adfulsit populo gratior it dies et soles melius nitent	positive	1.0
0533	4	5	ut mater iuuenem quem Notus inuido flatu Carpathii trans maris aequora cunctantem spatio longius annuo dulci distinet a domo uotis ominibus que et precibus uocat curuo nec faciem litore dimouet sic desideriis icta fidelibus quaerit patria Caesarem	positive	1.0
0534	4	5	tutus bos etenim rura perambulat nutrit rura Ceres alma que Faustitas pacatum uolitant per mare nauitae culpari metuit fides nullis polluitur casta domus stupris mos et lex maculosum edomuit nefas laudantur simili prole puerperae culpam poena premit comes	mixed	0.0
0535	4	5	quis Parthum paueat quis gelidum Scythen quis Germania quos horrida parturit fetus incolumi Caesare	negative	-1.0
0536	4	5	quis ferae bellum curet Hiberiae	negative	-1.0
0537	4	5	condit quisque diem collibus in suis et uitem uiduas ducit ad arbores hinc ad uina redit laetus et alteris te mensis adhibet deum	positive	1.0
0538	4	5	te multa prece te prosequitur mero defuso pateris et Laribus tuum miscet numen uti Graecia Castoris et magni memor Herculis	positive	0.5
0539	4	5	longas o utinam dux bone ferias praestes Hesperiae dicimus integro sicci mane die dicimus uuidi cum sol Oceano subest	positive	2.0
0540	4	6	diue quem proles Niobaea magnae uindicem linguae Tityos que raptor sensit et Troiae prope uictor altae Pthius Achilles ceteris maior tibi miles inpar filius quamuis Thetidis marinae Dardanas turris quateret tremenda cuspide pugnax ille mordaci uelut icta ferro pinus aut inpulsa cupressus Euro procidit late posuit que collum in puluere Teucro ille non inclusus equo Mineruae sacra mentito male feriatos Troas et laetam Priami choreis falleret aulam sed palam captis grauis heu nefas heu nescios fari pueros Achiuis ureret flammis etiam latentem matris in aluo ni tuis flexus Veneris que gratae uocibus diuom pater adnuisset rebus Aeneae potiore ductos alite muros doctor argutae fidicen Thaliae Phoebe qui Xantho lauis amne crinis Dauniae defende decus Camenae leuis Agyieu	mixed	0.0
0541	4	6	spiritum Phoebus mihi Phoebus artem carminis nomen que dedit poetae uirginum primae pueri que claris patribus orti Deliae tutela deae fugacis lyncas et ceruos cohibentis arcu Lesbium seruate pedem mei que pollicis ictum rite Latonae puerum canentes rite crescentem face Noctilucam prosperam frugum celerem que pronos uoluere mensis	positive	2.5
0542	4	6	nupta iam dices ego dis amicum saeculo festas referente luces reddidi carmen docilis modorum uatis Horati	positive	1.5
0543	4	7	diffugere niues redeunt iam gramina campis arboribus que comae mutat terra uices et decrescentia ripas flumina praetereunt	neutral	0.0
0544	4	7	Gratia cum Nymphis geminis que sororibus audet ducere nuda choros	positive	1.0
0545	4	7	inmortalia ne speres monet annus et almum quae rapit hora diem	positive	0.5
0546	4	7	frigora mitescunt Zephyris uer proterit aestas interitura simul pomifer autumnus fruges effuderit et mox bruma recurrit iners	positive	0.5
0547	4	7	damna tamen celeres reparant caelestia lunae nos ubi decidimus quo pius Aeneas quo diues Tullus et Ancus puluis et umbra sumus	negative	-0.5
0548	4	7	quis scit an adiciant hodiernae crastina summae tempora di superi	neutral	0.0
0549	4	7	cuncta manus auidas fugient heredis amico quae dederis animo	positive	1.5
0550	4	7	cum semel occideris et de te splendida Minos fecerit arbitria non Torquate genus non te facundia non te restituet pietas	positive	3.0
0551	4	7	infernis neque enim tenebris Diana pudicum liberat Hippolytum nec Lethaea ualet Theseus abrumpere caro uincula Pirithoo	positive	1.5
0552	4	8	donarem pateras grata que commodus Censorine meis aera sodalibus donarem tripodas praemia fortium Graiorum neque tu pessuma munerum ferres diuite me scilicet artium quas aut Parrhasius protulit aut Scopas hic saxo liquidis ille coloribus sollers nunc hominem ponere nunc deum	positive	5.0
0553	4	8	sed non haec mihi uis nec tibi talium res est aut animus deliciarum egens gaudes carminibus carmina possumus donare et pretium dicere muneri	positive	3.0
0554	4	8	non incisa notis marmora publicis per quae spiritus et uita redit bonis post mortem ducibus non celeres fugae reiectae que retrorsum Hannibalis minae non incendia Karthaginis inpiae eius qui domita nomen ab Africa lucratus rediit clarius indicant laudes quam Calabrae Pierides neque si chartae sileant quod bene feceris mercedem tuleris	positive	0.5
0555	4	8	quid foret Iliae Mauortis que puer si taciturnitas obstaret meritis inuida Romuli	mixed	0.0
0556	4	8	ereptum Stygiis fluctibus Aeacum uirtus et fauor et lingua potentium uatum diuitibus consecrat insulis	positive	3.0
0557	4	8	dignum laude uirum Musa uetat mori caelo Musa beat	positive	3.0
0558	4	8	sic Iouis interest optatis epulis inpiger Hercules clarum Tyndaridae sidus ab infimis quassas eripiunt aequoribus ratis ornatus uiridi tempora pampino Liber uota bonos ducit ad exitus	positive	2.5
0559	4	9	ne forte credas interitura (esse) quae longe sonantem natus ad Aufidum non ante uolgatas per artis uerba loquor socianda chordis non si priores Maeonius tenet sedes Homerus Pindaricae latent Ceae que et Alcaei minaces Stesichori que graues Camenae nec si quid olim lusit Anacreon deleuit aetas spirat adhuc amor uiuunt que conmissi calores Aeoliae fidibus puellae	positive	3.0
0560	4	9	non sola comptos arsit adulteri crinis et aurum uestibus inlitum mirata regalis que cultus et comites Helene Lacaena primus ue Teucer tela Cydonio direxit arcu non semel Ilios uexata (est) non pugnauit ingens Idomeneus Sthenelus ue solus dicenda Musis proelia non ferox Hector uel acer Deiphobus grauis excepit ictus pro pudicis coniugibus pueris que primus	negative	-2.5
0561	4	9	uixere fortes ante Agamemnona multi sed omnes inlacrimabiles urgentur ignoti que longa nocte carent quia uate sacro	positive	1.0
0562	4	9	paulum sepultae distat inertiae celata uirtus	positive	1.0
0563	4	9	non ego te meis chartis inornatum silebo tot ue tuos patiar labores inpune Lolli carpere liuidas obliuiones est animus tibi rerum que prudens et secundis temporibus dubiis que rectus uindex auarae fraudis et abstinens ducentis ad se cuncta pecuniae consul que non unius anni sed quotiens bonus atque fidus iudex honestum praetulit utili reiecit alto dona nocentium uoltu per obstantis cateruas explicuit sua uictor arma	positive	3.5
0564	4	9	non possidentem multa uocaueris recte beatum rectius occupat nomen beati qui deorum muneribus sapienter uti duram que callet pauperiem pati peius que leto flagitium timet non ille pro caris amicis aut patria timidus perire	negative	-0.5
0565	4	10	o crudelis adhuc et Veneris muneribus potens insperata tuae cum ueniet pluma superbiae et quae nunc umeris inuolitant deciderint comae nunc et qui color est puniceae flore prior rosae mutatus Ligurine in faciem uerterit hispidam dices heu quotiens te speculo uideris alterum quae mens est hodie cur eadem non puero fuit uel cur his animis incolumes non redeunt genae	positive	1.5
0566	4	11	est mihi nonum superantis annum plenus Albani cadus est in horto Phylli nectendis apium coronis est hederae uis multa qua crinis religata fulges ridet argento domus ara castis uincta uerbenis auet immolato spargier agno cuncta festinat manus huc et illuc cursitant mixtae pueris puellae sordidum flammae trepidant rotantes uertice fumum	positive	0.5
0567	4	11	ut tamen noris quibus aduoceris gaudiis Idus tibi sunt agendae qui dies mensem Veneris marinae findit Aprilem iure sollemnis mihi sanctior que paene natali proprio quod ex hac luce Maecenas meus affluentis ordinat annos	positive	2.5
0568	4	11	Telephum quem tu petis occupauit non tuae sortis iuuenem puella diues et lasciua tenet que grata compede uinctum	positive	0.5
0569	4	11	terret ambustus Phaethon auaras spes et exemplum graue praebet ales Pegasus terrenum equitem grauatus Bellerophontem semper ut te digna sequare et ultra quam licet sperare nefas putando disparem uites	mixed	0.0
0570	4	11	age iam meorum finis amorum non enim posthac alia calebo femina condisce modos amanda uoce quos reddas minuentur atrae carmine curae	positive	0.5
0571	4	12	iam ueris comites quae mare temperant inpellunt animae lintea Thraciae iam nec prata rigent nec fluuii strepunt hiberna niue turgidi	positive	0.5
0572	4	12	nidum ponit Ityn flebiliter gemens infelix auis et Cecropiae domus aeternum opprobrium quod male barbaras regum est <ulta> <est> ulta libidines	negative	-2.0
0573	4	12	dicunt in tenero gramine pinguium custodes ouium carmina fistula delectant que deum cui pecus et nigri colles Arcadiae placent	neutral	0.0
0574	4	12	adduxere sitim tempora Vergili	negative	-0.5
0575	4	12	sed pressum Calibus ducere Liberum si gestis iuuenum nobilium cliens nardo uina merebere	positive	1.5
0576	4	12	nardi paruus onyx eliciet cadum qui nunc Sulpiciis accubat horreis spes donare nouas largus amara que curarum eluere efficax	positive	1.0
0577	4	12	ad quae si properas gaudia cum tua uelox merce ueni non ego te meis inmunem meditor tinguere poculis plena diues ut in domo	positive	1.5
0578	4	12	uerum pone moras et studium lucri nigrorum que memor dum licet ignium misce stultitiam consiliis breuem dulce est desipere in loco	positive	1.5
0579	4	13	audiuere Lyce di mea uota di audiuere Lyce fis anus et tamen uis formosa uideri ludis que et bibis inpudens et cantu tremulo pota Cupidinem lentum sollicitas ille uirentis et doctae psallere Chiae pulcris excubat in genis	positive	0.5
0580	4	13	inportunus enim transuolat aridas quercus et refugit te quia luridi dentes te quia rugae turpant et capitis niues	negative	-2.0
0581	4	13	nec Coae referunt iam tibi purpurae nec cari lapides tempora quae semel notis condita fastis inclusit uolucris dies	positive	1.0
0582	4	13	quo fugit uenus heu quo ue color decens quo motus	positive	1.0
0583	4	13	quid habes illius illius quae spirabat amores quae me surpuerat mihi felix post Cinaram nota que et artium gratarum facies	positive	3.0
0584	4	13	sed Cinarae breuis annos fata dederunt seruatura diu parem cornicis uetulae temporibus Lycen possent ut iuuenes uisere feruidi multo non sine risu dilapsam in cineres facem	mixed	0.0
0585	4	14	quae cura patrum quae ue Quiritium plenis honorum muneribus tuas Auguste uirtutes in aeuum per titulos memores que fastus aeternet o qua sol habitabilis inlustrat oras maxime principum quem legis expertes Latinae Vindelici didicere nuper quid Marte posses	positive	3.0
0586	4	14	milite nam tuo Drusus Genaunos inplacidum genus Breunos que uelocis et arces Alpibus inpositas tremendis deiecit acer plus uice simplici maior Neronum mox graue proelium conmisit immanis que Raetos auspiciis pepulit secundis spectandus in certamine Martio deuota morti pectora liberae quantis fatigaret ruinis indomitas prope qualis undas exercet Auster Pleiadum choro scindente nubis inpiger hostium uexare turmas et frementem mittere equum medios per ignis	negative	-2.0
0587	4	14	sic tauriformis uoluitur Aufidus qui regna Dauni praefluit Apuli cum saeuit horrendam que cultis diluuiem meditatur agris ut barbarorum Claudius agmina ferrata uasto diruit impetu primos que et extremos metendo strauit humum sine clade uictor te copias te consilium et tuos praebente diuos	negative	-1.5
0588	4	14	nam tibi quo die portus Alexandrea supplex et uacuam patefecit aulam Fortuna lustro prospera tertio belli secundos reddidit exitus laudem que et optatum peractis imperiis decus arrogauit	positive	2.0
0589	4	14	te Cantaber non ante domabilis Medus que et Indus te profugus Scythes miratur o tutela praesens Italiae dominae que Romae	neutral	0.0
0590	4	14	te fontium qui celat origines Nilus que et Hister te rapidus Tigris te beluosus qui remotis obstrepit Oceanus Britannis te non pauentis funera Galliae durae que tellus audit Hiberiae te caede gaudentes Sygambri conpositis uenerantur armis	negative	-1.5
0591	4	15	Phoebus uolentem proelia me loqui uictas et urbis increpuit lyra ne parua Tyrrhenum per aequor uela darem	mixed	0.0
0592	4	15	tua Caesar aetas fruges et agris rettulit uberes et signa nostro restituit Ioui derepta Parthorum superbis postibus et uacuum duellis Ianum Quirini clausit et ordinem rectum euaganti frena licentiae iniecit emouit que culpas et ueteres reuocauit artis per quas Latinum nomen et Italae creuere uires fama que et imperi porrecta (est) maiestas ad ortus solis ab Hesperio cubili	positive	3.0
0593	4	15	custode rerum Caesare non furor ciuilis aut uis exiget otium non ira quae procudit ensis et miseras inimicat urbis non qui profundum Danuuium bibunt edicta rumpent Iulia non Getae non Seres infidi que Persae non Tanain prope flumen orti nos que et profestis lucibus et sacris inter iocosi munera Liberi cum prole matronis que nostris rite deos prius adprecati uirtute functos more patrum duces Lydis remixto carmine tibiis Troiam que et Anchisen et almae progeniem Veneris canemus	positive	3.5
